,Nombre,Fecha publicación,Autores,Categorías,Mecánicas,Puntuación,Jugadores,Jugadores mínimos,Jugadores máximos,Duración,Duración mínima,Duración máxima,Edad,Complejidad,Dep idioma,Edición juegos,Juegos relacionados
https://www.ludonauta.es/juegos-mesas/el-simbolo-arcano-2011,El Símbolo Arcano,2011,"['Kevin Wilson', 'Richard Launius']","['Aventuras', 'Basado en novela', 'Cartas', 'Combate', 'Dados', 'Fantasía', 'Terror']","['Cooperativo', 'Habilidades variables', 'Lanzamiento de dados', 'Relanzamiento de dados y bloqueo', 'Resolución de iconos de dados', 'Solitario', 'Tablero modular']","6,71",1-8,1.0,8.0,90,90.0,90.0,13.0,2.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/normandy-44-2010,Normandy '44,2010,['Mark Simonitch'],"['Segunda guerra mundial', 'Wargame']","['Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Simulación']","6,71",2-3,2.0,3.0,420,420.0,420.0,,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/villagers-shifting-seasons-2022,Villagers: Shifting Seasons,2022,['Haakon Gaarder'],"['Edificación', 'Medieval']","['Bonus de fin de partida', 'Configuración variable', 'Draft de cartas']","6,71",1-5,1.0,5.0,,,,,2.0,,Expansión de,['Villagers']
https://www.ludonauta.es/juegos-mesas/el-senor-de-los-anillos-lcg-el-hobbit-en-el-umbral-2013,El Señor de los Anillos: LCG – El Hobbit: En el umbral,2013,['Caleb Grace'],"['Basado en novela', 'Cartas', 'Fantasía']","['Cooperativo', 'Gestión de mano', 'Habilidades variables']","6,71",1-2,1.0,2.0,,,,14.0,3.0,4.0,Expansión de,['El Señor de los Anillos: LCG']
https://www.ludonauta.es/juegos-mesas/the-shores-of-tripoli-2020,The Shores of Tripoli,2020,['Kevin Bertram'],"['Educativo', 'Marítimo', 'Napoleónico', 'Piratas', 'Wargame']","['Batallas dirigidas por cartas', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Solitario']","6,71",1-2,1.0,2.0,45-60,45.0,60.0,12.0,2.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/tash-kalar-arena-of-legends-nethervoid-2015,Tash-Kalar: Arena of Legends – Nethervoid,2015,['Vlaada Chvátil'],"['Abstracto', 'Cartas', 'Combate', 'Fantasía']","['Asociaciones / Agrupaciones', 'Colocación de losetas', 'Construcción de patrones', 'Control de áreas / Mayorías', 'Gestión de mano', 'Habilidades variables', 'Movimiento por celdas', 'Reconocimiento de patrones']","6,71",2-4,2.0,4.0,40,40.0,40.0,14.0,3.0,3.0,Expansión de,['Tash-Kalar: Arena de Leyendas']
https://www.ludonauta.es/juegos-mesas/santiago-2003,Santiago,2003,"['Claudia Hely', 'Roman Pelek']","['Agricultura', 'Negociación']","['Colocación de losetas', 'Compra / Venta', 'Control de áreas / Mayorías', 'Soborno', 'Subasta por ronda', 'Subastas']","6,71",3-5,3.0,5.0,75,75.0,75.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-por-el-bien-comun-2019,Arkham Horror: LCG – Por el Bien Común,2019,,"['Aventuras', 'Basado en novela', 'Cartas', 'Fantasía', 'Terror']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables']","6,71",1-2,1.0,2.0,60-120,60.0,120.0,14.0,4.0,,Expansión de,"['Arkham Horror: LCG', 'Arkham Horror: LCG – El Círculo Roto', 'Arkham Horror: LCG (Edición revisada)']"
https://www.ludonauta.es/juegos-mesas/final-girl-sacred-groves-inkanyamba-2021,Final Girl: Sacred Groves – Inkanyamba,2021,['Evan Derrick'],['Terror'],['Solitario'],"6,71",1,1.0,1.0,20-60,20.0,60.0,14.0,3.0,3.0,Expansión de,['Final Girl']
https://www.ludonauta.es/juegos-mesas/one-deck-dungeon-2016,One Deck Dungeon,2016,['Chris Cieslik'],"['Basado en videojuego', 'Cartas', 'Dados', 'Fantasía', 'Medieval']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Fusión y biselado', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento a través de mazo de cartas', 'Resolución por comparación de estadísticas', 'Solitario']","6,71",1-2,1.0,2.0,30,30.0,30.0,14.0,2.0,3.0,Integración de,['One Deck Dungeon: Forest of Shadows']
https://www.ludonauta.es/juegos-mesas/sagrada-the-great-facades-life-2020,Sagrada: The Great Facades – Life,2020,"['Adrian Adamescu', 'Daryl Andrews']",['Dados'],"['Construcción de patrones', 'Draft', 'Draft de cartas', 'Mercado']","6,71",1-6,1.0,6.0,20-40,20.0,40.0,13.0,3.0,2.0,Expansión de,['Sagrada']
https://www.ludonauta.es/juegos-mesas/5-minute-mystery-2020,5-Minute Mystery,2020,['Connor Reid'],"['Asesinato / Misterio', 'Party']","['Cooperativo', 'Deducción', 'Tiempo real']","6,71",1-6,1.0,6.0,5-30,5.0,30.0,8.0,1.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/tholos-2021,Tholos,2021,['David Bernal'],['Abstracto'],['Control de áreas / Mayorías'],"6,71",2,2.0,2.0,15-25,15.0,25.0,9.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/for-glory-2020,For Glory,2020,['Alex Wolf'],"['Cartas', 'Combate', 'Economía', 'Edad antigua']","['Control de áreas / Mayorías', 'Creación de mazo, bolsa o conjunto', 'Interrupciones', 'Resolución de conflictos mediante cartas', 'Simulación']","6,71",2,2.0,2.0,60-90,60.0,90.0,14.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/saboteur-2-2011,Saboteur 2,2011,['Fréderic Moyersoen'],"['Cartas', 'Exploración', 'Fantasía', 'Faroleo', 'Party']","['Asociaciones / Agrupaciones', 'Descubrimiento de mapa por exploración', 'Gestión de mano', 'Roles ocultos', 'Toma eso', 'Traidor oculto', 'Unión de puntos de un mapa']","6,71",2-12,2.0,12.0,45,45.0,45.0,8.0,2.0,1.0,Expansión de,['Saboteur']
https://www.ludonauta.es/juegos-mesas/last-night-on-earth-survival-of-the-fittest-2010,Last Night on Earth: Survival of the Fittest,2010,['Jason C. Hill'],"['Combate', 'Miniaturas', 'Terror', 'Zombis']","['Asociaciones / Agrupaciones', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Lanzamiento de dados y movimiento', 'Tablero modular']","6,71",2-6,2.0,6.0,60,60.0,60.0,12.0,2.0,4.0,Expansión de,"['Last Night on Earth: The Zombie Game', 'Last Night on Earth: Timber Peak']"
https://www.ludonauta.es/juegos-mesas/similo-harry-potter-2019,Similo: Harry Potter,2019,"['Hjalmar Hach', 'Martino Chiacchiera', 'Pierluca Zizzi']","['Cartas', 'Deducción', 'Fantasía', 'Mitología']","['Cooperativo', 'Deducción', 'Límites en la comunicación']","6,71",2-8,2.0,8.0,10-15,10.0,15.0,7.0,1.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/astro-knights-2023,Astro Knights,2023,"['Nick Little', 'Will Sobel']","['Cartas', 'Ciencia ficción', 'Combate']","['Compra retardada', 'Configuración variable', 'Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Habilidades variables', 'Movimiento de unidades por grupos', 'Rondas variables', 'Solitario']","6,71",1-4,1.0,4.0,45,45.0,45.0,14.0,3.0,4.0,Integración de,['Astro Knights: Eternity']
https://www.ludonauta.es/juegos-mesas/pathfinder-la-fortaleza-de-los-gigantes-de-piedra-2014,Pathfinder – La Fortaleza de los Gigantes de Piedra,2014,"['Chad Brown', 'Gaby Weidling', 'Mike Selinker', 'Paul Peterson', ""Tanis O'Connor""]","['Cartas', 'Combate', 'Fantasía']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Habilidades variables', 'Lanzamiento de dados', 'Roles']","6,71",1-6,1.0,6.0,,,,13.0,2.0,4.0,Expansión de,['Pathfinder: El Auge de los Señores de las Runas']
https://www.ludonauta.es/juegos-mesas/wild-space-2020,Wild Space,2020,['Joachim Thôme'],"['Animales', 'Cartas', 'Ciencia ficción', 'Exploración espacial']","['Bonus de fin de partida', 'Colección de ítems', 'Configuración variable', 'Gestión de mano', 'Solitario']","6,71",1-5,1.0,5.0,15-40,15.0,40.0,10.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-wars-imperial-assault-emperador-palpatine-2017,Star Wars: Imperial Assault – Emperador Palpatine,2017,,"['Ciencia ficción', 'Cine / Televisión / Radio', 'Miniaturas']","['Habilidades variables', 'Lanzamiento de dados', 'Movimiento por celdas', 'Tablero modular']","6,71",2-5,2.0,5.0,60,60.0,60.0,10.0,3.0,,Expansión de,"['Star Wars: Imperial Assault', 'Star Wars: Imperial Assault – El Corazón del Imperio']"
https://www.ludonauta.es/juegos-mesas/wildlands-the-ancients-2021,Wildlands: The Ancients,2021,['Martin Wallace'],"['Fantasía', 'Miniaturas']","['Asociaciones / Agrupaciones', 'Cooperativo']","6,71",1-6,1.0,6.0,30-60,30.0,60.0,14.0,3.0,2.0,Expansión de,['Wildlands']
https://www.ludonauta.es/juegos-mesas/catan-edicion-3d-2021,Catan: Edición 3D,2021,['Klaus Teuber'],"['Economía', 'Negociación']","['Comercio', 'Configuración variable', 'Ingresos', 'Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Producción aleatoria', 'Tablero modular', 'Unión de puntos de un mapa']","6,71",3-4,3.0,4.0,60-120,60.0,120.0,10.0,2.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/resident-evil-3-the-board-game-2021,Resident Evil 3: The Board Game,2021,['Sherwin Matthews'],"['Basado en videojuego', 'Terror', 'Zombis']","['Batallas dirigidas por cartas', 'Cooperativo', 'Puntos de acción']","6,71",1-4,1.0,4.0,60-90,60.0,90.0,14.0,3.0,,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/pequenas-grandes-mazmorras-hazanas-2021,Pequeñas Grandes Mazmorras: Hazañas,2021,['Scott Almes'],"['Dados', 'Fantasía']","['Colocación de losetas', 'Configuración variable', 'Cooperativo', 'Final con prueba para determinar ganador', 'Habilidades variables', 'Lanzamiento de dados', 'Solitario', 'Tablero modular']","6,71",1-4,1.0,4.0,30-60,30.0,60.0,14.0,3.0,2.0,Expansión de,['Pequeñas Grandes Mazmorras']
https://www.ludonauta.es/juegos-mesas/coup-urbis-reforma-2014,Coup: Ciudad corrupta – Reforma,2014,['Rikki Tahta'],"['Cartas', 'Deducción', 'Faroleo', 'Party', 'Político', 'Religioso']","['Eliminación de jugadores', 'Habilidades variables', 'Memoria', 'Toma eso']","6,71",2-8,2.0,8.0,15,15.0,15.0,10.0,1.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/conflict-of-heroes-guadalcanal-el-pacifico-1942-2016,"Conflict of Heroes: Guadalcanal – El Pacífico, 1942",2016,"['Dean Halley', 'Gunter Eickert', 'Uwe Eickert']","['Segunda guerra mundial', 'Wargame']","['Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Puntos de acción', 'Tablero modular']","6,71",2-4,2.0,4.0,60,60.0,60.0,12.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/d-day-dice-2a-edicion-2018,D-Day Dice: 2ª Edición,2019,['Emmanuel Aquin'],"['Dados', 'Segunda guerra mundial', 'Wargame']","['Cooperativo', 'Lanzamiento de dados', 'Relanzamiento de dados y bloqueo', 'Selección simultánea de acciones', 'Solitario']","6,71",1-4,1.0,4.0,45,45.0,45.0,14.0,2.0,4.0,Integración de,['D-Day Dice de Bolsillo']
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-punto-sin-retorno-2020,Arkham Horror: LCG – Punto sin Retorno,2020,['Matthew Newman'],"['Aventuras', 'Basado en novela', 'Cartas', 'Colección de componentes', 'Fantasía', 'Terror']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables', 'Puntos de acción', 'Roles', 'Solitario']","6,71",1-2,1.0,2.0,60-120,60.0,120.0,14.0,4.0,,Expansión de,"['Arkham Horror: LCG', 'Arkham Horror: LCG – Los Devoradores de Sueños', 'Arkham Horror: LCG (Edición revisada)']"
https://www.ludonauta.es/juegos-mesas/star-wars-x-wing-crucero-c-roc-2017,Star Wars: X-Wing – Crucero C-ROC,2017,['Max Brooke'],"['Ciencia ficción', 'Cine / Televisión / Radio', 'Colección de componentes', 'Miniaturas']","['Habilidades variables', 'Lanzamiento de dados', 'Programación de acciones', 'Selección simultánea de acciones']","6,71",2-4,2.0,4.0,30-45,30.0,45.0,14.0,,,Expansión de,"['Star Wars: X-Wing', 'Star Wars: X-Wing – El Despertar de la Fuerza']"
https://www.ludonauta.es/juegos-mesas/pitchcar-mini-2003,PitchCar Mini,2003,['Jean du Poël'],"['Acción / Destreza', 'Carreras']","['Carrera', 'Lanzamiento tipo chapas']","6,71",2-8,2.0,8.0,30,30.0,30.0,6.0,1.0,1.0,Reimplementación de,['PitchCar ']
https://www.ludonauta.es/juegos-mesas/mini-express-2021,Mini Express,2021,['Mark Gerrits'],"['Oeste americano', 'Trenes']","['Compra / Venta de acciones', 'Solitario', 'Unión de puntos de un mapa']","6,71",1-5,1.0,5.0,30-45,30.0,45.0,8.0,,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/saqueadores-de-midgard-2019,Saqueadores de Midgard,2019,['J.B. Howell'],,"['Colección de ítems', 'Colocación de trabajadores', 'Draft de cartas', 'Lanzamiento de dados', 'Seguimiento']","6,71",2-4,2.0,4.0,60-120,60.0,120.0,14.0,3.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/colt-express-marshal-y-prisioneros-2016,Colt Express: Marshal y Prisioneros,2016,['Christophe Raimbault'],"['Combate', 'Oeste americano', 'Trenes']","['Gestión de mano', 'Habilidades variables', 'Memoria', 'Programación de acciones', 'Selección simultánea de acciones']","6,70",3-8,3.0,8.0,,,,10.0,3.0,1.0,Expansión de,['Colt Express']
https://www.ludonauta.es/juegos-mesas/nemo-s-war-the-ultimate-edition-2022,Nemo's War: The Ultimate Edition,2022,"['Alan Emrich', 'Chris Taylor']","['Aventuras', 'Basado en novela', 'Ciencia ficción', 'Exploración', 'Marítimo', 'Viajes', 'Wargame']","['Control de áreas / Mayorías', 'Cooperativo', 'Forzar la suerte', 'Lanzamiento de dados', 'Movimiento de áreas', 'Puntos de acción', 'Simulación', 'Solitario']","6,70",1-4,1.0,4.0,60-120,60.0,120.0,13.0,3.0,4.0,Reimplementación de,"[""Nemo's War (2ª edición)""]"
https://www.ludonauta.es/juegos-mesas/hansa-teutonica-britannia-2014,Hansa Teutonica: Britannia,2014,['Andreas Steding'],['Renacimiento'],"['Control de áreas / Mayorías', 'Movimiento entre puntos', 'Puntos de acción', 'Unión de puntos de un mapa']","6,70",2-5,2.0,5.0,45-90,45.0,90.0,12.0,3.0,2.0,Expansión de,['Hansa Teutonica']
https://www.ludonauta.es/juegos-mesas/falling-sky-the-gallic-revolt-against-caesar-2016,Falling Sky: The Gallic Revolt Against Caesar,2016,"['Andrew Ruhnke', 'Volko Ruhnke']","['Edad antigua', 'Wargame']","['Batallas dirigidas por cartas', 'Control de áreas / Mayorías', 'Eventos', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento de áreas', 'Puntos de movimiento', 'Rondas variables', 'Simulación', 'Solitario']","6,70",1-4,1.0,4.0,180-360,180.0,360.0,14.0,4.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/golem-2021,Gólem ,2021,"['Flaminia Brasini', 'Simone Luciani', 'Virginio Gigli']","['Basado en novela', 'Fantasía', 'Renacimiento']","['Colección de ítems', 'Colocación de trabajadores', 'Configuración variable', 'Draft de acciones', 'Habilidades variables', 'Ingresos', 'Lanzamiento de dados']","6,70",1-4,1.0,4.0,90-120,90.0,120.0,14.0,4.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/sid-meier-s-civilization-un-nuevo-amanecer-2017,Sid Meier's Civilization: Un Nuevo Amanecer,2017,['James Kniffen'],['Civilización'],"['Aumento del valor de los recursos no elegidos', 'Carrera', 'Control de áreas / Mayorías', 'Habilidades variables', 'Tablero modular']","6,70",2-4,2.0,4.0,60-120,60.0,120.0,14.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/heroes-of-land-air-sea-order-and-chaos-2018,"Heroes of Land, Air & Sea: Order and Chaos",2018,['Scott Almes'],"['Combate', 'Exploración', 'Fantasía', 'Medieval', 'Miniaturas', 'Wargame']","['Apuestas', 'Colocación de trabajadores', 'Control de áreas / Mayorías', 'Creación de mazo, bolsa o conjunto', 'Habilidades variables', 'Puntos de acción', 'Toma eso']","6,70",1-6,1.0,6.0,120-180,120.0,180.0,14.0,4.0,3.0,Expansión de,"['Heroes of Land, Air & Sea']"
https://www.ludonauta.es/juegos-mesas/marvel-dice-throne-scarlet-witch-v-thor-v-loki-v-spider-man-2022,Marvel Dice Throne: Scarlet Witch v. Thor v. Loki v. Spider-Man,2022,"['Gavan Brown', 'Manny Trembley', 'Nate Chatellier']","['Basado en cómic / viñeta', 'Cartas', 'Combate', 'Dados']",['Lanzamiento de dados'],"6,70",2-4,2.0,4.0,20-40,20.0,40.0,,2.0,,Integración de,"['Dice Throne', 'Dice Throne: Season Two – Seraph v. Vampire Lord', 'Dice Throne: Season Two – Tactician v. Huntress', 'Dice Throne: Season Two – Gunslinger v. Samurai', 'Dice Throne: Season Two – Cursed Pirate v. Artificer', 'Dice Throne: Season One – Treant v. Ninja', 'Dice Throne: Season One – Bárbaro v. Elfa Lunar', 'Dice Throne: Season One – Monje v. Paladín', 'Dice Throne: Season One – Piromante v. Ladrón Sombrío', 'Marvel Dice Throne: Captain Marvel v. Black Panther', 'Marvel Dice Throne: Black Widow v. Doctor Strange']"
https://www.ludonauta.es/juegos-mesas/mint-works-2017,Mint Works,2017,['Justin Blaske'],"['Cartas', 'Economía', 'Industrial']","['Colocación de trabajadores', 'Draft de cartas', 'Orden de turno por demanda', 'Propiedad']","6,70",1-4,1.0,4.0,10-20,10.0,20.0,13.0,2.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/telestrations-after-dark-2015,Telestrations After Dark,2015,,"['Adultos / Mayores de edad', 'Humor', 'Party', 'Tiempo real']","['Dibujo de líneas', 'Papel y lápiz']","6,70",4-8,4.0,8.0,20-30,20.0,30.0,17.0,1.0,5.0,Reimplementación de,['Interferencias ']
https://www.ludonauta.es/juegos-mesas/fayun-2020,Fayún,2020,['Friedemann Friese'],"['Agricultura', 'Economía', 'Edad antigua', 'Edificación']","['Colocación de trabajadores', 'Construcción de mazo', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Gestión de mano', 'Mercado', 'Movimiento a través de mazo de cartas', 'Movimiento en casillas hexagonales', 'Recuperación de acciones', 'Solitario', 'Subasta holandesa', 'Unión de puntos de un mapa']","6,70",1-5,1.0,5.0,110-140,110.0,140.0,12.0,3.0,2.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/zombicide-black-plague-npc-1-notorius-plagued-characters-2016,Zombicide: Black Plague – NPC-1 – Notorius Plagued Characters,2016,,"['Fantasía', 'Miniaturas', 'Terror', 'Zombis']","['Cooperativo', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Puntos de acción', 'Tablero modular']","6,70",1-6,1.0,6.0,60,60.0,60.0,13.0,2.0,2.0,Expansión de,['Zombicide: Black Plague']
https://www.ludonauta.es/juegos-mesas/zombicide-black-plague-murder-of-crowz-2015,Zombicide: Black Plague – Murder of Crowz,2015,"['Jean-Baptiste Lullien', 'Nicolas Raoult', 'Raphaël Guiton']","['Miniaturas', 'Terror', 'Zombis']",,"6,70",1-6,1.0,6.0,60,60.0,60.0,13.0,2.0,,Expansión de,['Zombicide: Black Plague']
https://www.ludonauta.es/juegos-mesas/terra-mare-2021,Terra Mare,2021,['Jon-Paul Jacques'],"['Dominio territorial', 'Medieval', 'Puzzle']","['Asociaciones / Agrupaciones', 'Cercado de áreas', 'Colocación de losetas', 'Descubrimiento de mapa por exploración', 'Unión de puntos de un mapa']","6,70",2-4,2.0,4.0,40,40.0,40.0,14.0,2.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/chronicles-of-avel-adventurer-s-toolkit-2021,Chronicles of Avel: Adventurer's Toolkit,2021,['Przemek Wojtkowiak'],"['Acción / Destreza', 'Aventuras', 'Combate', 'Dados', 'Exploración', 'Fantasía', 'Infantil']","['Cooperativo', 'Lanzamiento de dados', 'Movimiento en casillas hexagonales', 'Resolución de iconos de dados', 'Tablero modular']","6,70",1-4,1.0,4.0,60-90,60.0,90.0,8.0,2.0,1.0,Expansión de,['Crónicas de Avel']
https://www.ludonauta.es/juegos-mesas/star-wars-imperial-assault-ezra-bridger-y-kanan-jarrus-2018,Star Wars: Imperial Assault – Ezra Bridger y Kanan Jarrus,2018,,"['Aventuras', 'Ciencia ficción', 'Cine / Televisión / Radio', 'Combate', 'Miniaturas', 'Wargame']","['Asociaciones / Agrupaciones', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento por celdas', 'Roles', 'Tablero modular']","6,70",2-5,2.0,5.0,60-120,60.0,120.0,14.0,3.0,,Expansión de,"['Star Wars: Imperial Assault', 'Star Wars: Imperial Assault – Tiranos de Lothal']"
https://www.ludonauta.es/juegos-mesas/star-wars-imperial-assault-bossk-2016,Star Wars: Imperial Assault – Bossk,2016,"['Corey Konieczka', 'Jonathan Ying', 'Justin Kemppainen']","['Aventuras', 'Ciencia ficción', 'Cine / Televisión / Radio', 'Combate', 'Miniaturas', 'Wargame']","['Asociaciones / Agrupaciones', 'Lanzamiento de dados', 'Movimiento por celdas', 'Roles', 'Tablero modular']","6,70",2-5,2.0,5.0,60-120,60.0,120.0,14.0,3.0,,Expansión de,"['Star Wars: Imperial Assault', 'Star Wars: Imperial Assault – El Gambito de Bespin']"
https://www.ludonauta.es/juegos-mesas/azul-mosaico-de-cristal-2020,Azul: Mosaico de Cristal,2020,['Michael Kiesling'],"['Abstracto', 'Puzzle']","['Construcción de patrones', 'Draft']","6,70",2-4,2.0,4.0,30-45,30.0,45.0,10.0,2.0,1.0,Expansión de,"['Azul', 'Azul: Master Chocolatier']"
https://www.ludonauta.es/juegos-mesas/star-wars-x-wing-z-95-cazacabezas-2014,Star Wars: X-Wing – Z-95 Cazacabezas,2014,"['Alex Davy', 'Frank Brooks', 'James Kniffen', 'Jason Little']","['Aviación / Vuelo', 'Ciencia ficción', 'Cine / Televisión / Radio', 'Miniaturas', 'Wargame']","['Cercado de áreas', 'Habilidades variables', 'Lanzamiento de dados', 'Movimiento entre puntos', 'Programación de acciones', 'Selección simultánea de acciones']","6,70",2,2.0,2.0,20,20.0,20.0,14.0,2.0,,Expansión de,"['Star Wars: X-Wing', 'Star Wars: X-Wing – El Despertar de la Fuerza']"
https://www.ludonauta.es/juegos-mesas/gkr-heavy-hitters-2018,GKR: Heavy Hitters,2018,['Matt Hyra'],"['Ciencia ficción', 'Combate', 'Guerra moderna', 'Miniaturas', 'Wargame']","['Control de áreas / Mayorías', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Lanzamiento de dados', 'Línea de visión', 'Movimiento en casillas hexagonales', 'Movimiento por celdas', 'Programación de acciones', 'Toma eso']","6,70",1-4,1.0,4.0,60-120,60.0,120.0,12.0,3.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/yamatai-2017,Yamataï,2017,"['Bruno Cathala', 'Marc Paquien']",['Mitología'],"['Aumento del valor de los recursos no elegidos', 'Contratos', 'Draft de acciones', 'Tablero modular', 'Unión de puntos de un mapa']","6,70",2-4,2.0,4.0,40-80,40.0,80.0,13.0,3.0,1.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/star-realms-mazo-de-mando-la-coalicion-2018,Star Realms: Mazo de Mando – La Coalición,2018,"['Darwin Kastle', 'Robert Dougherty']","['Cartas', 'Ciencia ficción']","['Creación de mazo, bolsa o conjunto']","6,70",2-4,2.0,4.0,,,,12.0,2.0,2.0,Expansión de,"['Star Realms', 'Star Realms: Colony Wars', 'Star Realms: Frontiers']"
https://www.ludonauta.es/juegos-mesas/museum-pictura-2022,Museum: Pictura,2022,"['Eric Dubus', 'Olivier Melison']","['Cartas', 'Educativo', 'Puzzle']",['Colección de ítems'],"6,70",2-4,2.0,4.0,60,60.0,60.0,14.0,,2.0,Reimplementación de,['Museum']
https://www.ludonauta.es/juegos-mesas/tash-kalar-arena-de-leyendas-2013,Tash-Kalar: Arena de Leyendas,2013,['Vlaada Chvátil'],"['Abstracto', 'Cartas', 'Combate', 'Fantasía']","['Asociaciones / Agrupaciones', 'Atrapa al líder', 'Colocación de losetas', 'Construcción de patrones', 'Control de áreas / Mayorías', 'Gestión de mano', 'Habilidades variables', 'La más alta y más baja puntuación', 'Movimiento por celdas']","6,70",2-4,2.0,4.0,30-60,30.0,60.0,13.0,3.0,3.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/tainted-grail-la-muerte-roja-2020,Tainted Grail: La Muerte Roja,2020,"['Krzysztof Piskorski', 'Marcin Świerkot']","['Adultos / Mayores de edad', 'Aventuras', 'Exploración', 'Fantasía', 'Medieval', 'Mitología', 'Viajes']","['Creación de mazo, bolsa o conjunto', 'Forzar la suerte', 'Movimiento de áreas', 'Roles', 'Tablero modular']","6,70",1-4,1.0,4.0,60-120,60.0,120.0,14.0,4.0,,Expansión de,"['Tainted Grail: La caída de Ávalon', 'Tainted Grail: La Edad de las Leyendas y El Último Caballero']"
https://www.ludonauta.es/juegos-mesas/blitzkrieg-expansion-nipona-2019,Blitzkrieg!: Expansión Nipona,2019,['Paolo Mori'],"['Segunda guerra mundial', 'Wargame']","['Colocación de losetas', 'Movimiento de unidades por grupos']","6,70",1-2,1.0,2.0,20-30,20.0,30.0,14.0,,3.0,Expansión de,['Blitzkrieg!']
https://www.ludonauta.es/juegos-mesas/challengers-2022,Challengers!,2022,"['Johannes Krenner', 'Markus Slawitscheck']","['Animales', 'Cartas']","['Construcción de mazo', 'Creación de mazo, bolsa o conjunto', 'Draft de cartas', 'Final con prueba para determinar ganador', 'Gestión de mano']","6,70",1-8,1.0,8.0,45,45.0,45.0,8.0,2.0,3.0,Integración de,['Challengers! 2']
https://www.ludonauta.es/juegos-mesas/amanecer-rojo-2021,Amanecer Rojo,2021,"['Alexander Schmidt (II)', 'Jamey Stegmaier']","['Basado en novela', 'Cartas', 'Ciencia ficción']","['Bonus de fin de partida', 'Colección de ítems', 'Draft de cartas', 'Gestión de mano', 'Habilidades variables', 'Lanzamiento de dados', 'Solitario', 'Toma eso']","6,70",1-6,1.0,6.0,45-60,45.0,60.0,14.0,2.0,4.0,Juego de mesa base,
https://www.ludonauta.es/juegos-mesas/arkham-horror-lcg-ante-el-trono-negro-2019,Arkham Horror: LCG – Ante el Trono Negro,2019,['Matthew Newman'],"['Aventuras', 'Basado en novela', 'Cartas', 'Fantasía', 'Terror']","['Cooperativo', 'Creación de mazo, bolsa o conjunto', 'Gestión de mano', 'Habilidades variables']","6,70",1-2,1.0,2.0,60-120,60.0,120.0,14.0,4.0,,Expansión de,"['Arkham Horror: LCG', 'Arkham Horror: LCG – El Círculo Roto', 'Arkham Horror: LCG (Edición revisada)']"
